t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
3.1,-0.0346906,-0.232531,-3.26545,-0.44038,-0.0398165,-0.311925,1.01919,2.22068,-6.55564,0.59167,0.994569,0.856952,-2.01611,-2.25657,5.83205,-1.87603,-2.02079,-2.09723,-0.0716138,-0.25966,3.29019,0.319901,-0.0400787,-0.315463,1.05186,2.99966,-4.8487,0.483743,0.991458,0.859053,-1.99728,-2.99864,5.59497,-1.89822,-2.02515,-2.00277,-0.0660228,-0.984383,1.03901,-0.07552,-0.045921,-0.23631,0.906276,2.52297,-1.08848,0.90168,0.954999,0.762415,-1.86724,-1.81172,1.61211,-2.00205,-1.94207,-1.89159,-0.016211,-1.81375,0.321598,0.00968712,-0.046164,-0.239322,0.963349,2.42995,-4.50237,0.888795,0.949029,0.8048,-1.84857,-3.46371,-0.0948301,-1.91219,-1.93991,-1.88155
3.12,-0.0454391,-0.073635,-8.26259,-0.190745,-0.0444189,-0.154139,1.04247,1.36806,-10.9096,0.825541,1.00615,0.391085,-2.03755,-0.72388,8.77178,-1.92817,-2.0535,-1.36372,-0.059745,-0.00387552,8.06468,0.061578,-0.0447328,-0.15567,1.06787,1.53471,-13.7545,0.905455,1.00318,0.398336,-2.026,-0.952368,7.30192,-1.99277,-2.05582,-1.27092,-0.0726535,-0.0542573,0,-0.045813,-0.0488373,-0.0779117,0.93404,0.976632,-1.88011,0.969315,0.965604,0.357114,-1.89798,-2.65288,0.995716,-1.90221,-1.9723,-1.26055,-0.0194507,0.577453,0,-0.0380547,-0.049123,-0.0791476,1.00828,1.53471,-4.0076,0.891567,0.960625,0.40209,-1.89778,-1.6904,2.70266,-1.98036,-1.96993,-1.24969
3.14,-0.0298159,0.298415,-3.56231,-0.263964,-0.0459821,-0.0132347,1.06191,0.395303,-5.26925,0.900014,1.01021,0.0744641,-2.06701,-1.40934,8.43988,-1.93197,-2.07533,-0.906342,-0.0709174,0.197652,2.54804,0.189806,-0.0463055,-0.0128861,1.09651,0.515445,-4.3292,0.837325,1.00739,0.0800133,-2.0572,-1.88654,6.25879,-1.85721,-2.07599,-0.837082,-0.0697469,0.158896,0.321598,-0.103774,-0.0490375,0.0412713,0.957717,0.782856,-0.593719,0.864387,0.969284,0.0573561,-1.93406,-1.07571,3.4613,-1.93606,-1.99249,-0.822598,-0.0202682,-0.275162,0,-0.000108689,-0.0493299,0.0416604,1.02569,1.13553,-3.88391,0.878565,0.965112,0.0890493,-1.9344,-2.29094,2.513,-1.91475,-1.9899,-0.810876
3.16,-0.0355384,-0.162772,-4.70027,-0.140497,-0.0449483,0.103804,1.06942,0.11239,-3.53757,0.983151,1.00913,-0.138304,-2.08434,-1.01303,8.43988,-1.88697,-2.08975,-0.551921,-0.0640141,-0.418557,5.71454,0.0673488,-0.0452483,0.105527,1.09842,-0.0271287,-5.31873,0.929242,1.00638,-0.136012,-2.07137,-0.317456,9.7675,-1.98771,-2.0893,-0.509101,-0.074016,-0.457312,-0.123691,-0.0725694,-0.0471865,0.133287,0.958626,0.220905,-2.22645,0.938729,0.967898,-0.14493,-1.95744,-1.33857,3.60354,-1.8752,-2.0052,-0.482345,-0.0176946,0.279038,0.123691,-0.00624613,-0.0474566,0.134894,1.03759,0.116266,-3.33967,0.904102,0.964187,-0.128761,-1.96176,-0.839135,3.69837,-1.96754,-2.00237,-0.47023
3.18,-0.0236999,0.934001,-3.33967,-0.196655,-0.0418299,0.194147,1.07045,-0.22478,-1.60799,0.983398,1.00468,-0.264454,-2.09687,-0.0586384,8.8192,-1.94998,-2.09741,-0.202286,-0.0641958,0.600706,2.02854,0.114578,-0.0420844,0.196708,1.09724,-0.143394,-3.33967,0.865211,1.00195,-0.262772,-2.09045,-1.13839,6.3062,-1.81689,-2.09635,-0.178838,-0.0711699,0.461187,-0.420551,-0.105224,-0.043706,0.206734,0.963833,-0.151145,-0.420551,0.868613,0.963486,-0.238009,-1.97567,-0.558075,5.40531,-1.9283,-2.01179,-0.20504,-0.0164229,0.248034,0.0247383,0.0464251,-0.0439341,0.20909,1.03695,-0.0465063,-2.647,0.902438,0.959962,-0.230676,-1.98089,-1.09189,2.60783,-1.87563,-2.00871,-0.194478
3.2,-0.0235182,-0.251909,-3.36441,-0.138173,-0.0371825,0.256065,1.06173,-0.600706,-1.06375,1.03584,0.998547,-0.310099,-2.1015,-0.426645,7.20709,-1.8398,-2.09784,0.166249,-0.0592303,-0.162772,3.71074,0.0596545,-0.0373799,0.258955,1.08328,-0.790607,-3.78496,0.963081,0.995866,-0.304593,-2.09447,-0.0444843,11.8538,-1.97566,-2.09646,0.17975,-0.0742885,-0.282913,-0.247383,-0.0489381,-0.0389171,0.263843,0.956597,-0.135643,-1.6822,0.952186,0.958377,-0.217602,-1.99043,-0.790607,4.21994,-1.80896,-2.01341,0.00895858,-0.0117905,-0.0775105,1.31113,0.0698381,-0.039093,0.266468,1.03235,-0.51932,-2.20171,0.908026,0.95496,-0.209227,-1.98948,-0.125365,4.97858,-1.92537,-2.01015,0.0145972
3.22,-0.0156763,0.802233,-3.38914,-0.184669,-0.0315873,0.288955,1.05422,-0.310042,-0.0742148,1.02905,0.992277,-0.286976,-2.10292,0.139519,10.7632,-1.89369,-2.09076,0.522608,-0.0534775,0.63171,1.55851,0.112288,-0.0317262,0.291696,1.07211,-0.689843,-1.58325,0.901449,0.989767,-0.273845,-2.09932,-0.315434,5.59497,-1.80656,-2.08916,0.53373,-0.068566,0.837113,-0.371074,-0.129417,-0.0331523,0.302838,0.954871,-0.251909,0.0742148,0.891308,0.954782,-0.103894,-1.99305,0.0930126,7.77607,-1.91525,-2.01143,0.1508,-0.00779384,0.58908,1.1627,0.10822,-0.0332754,0.305294,1.01988,-0.530947,-1.70694,0.942764,0.951593,-0.0857323,-1.99717,-0.426645,3.65096,-1.84527,-2.00813,0.147533
3.24,-0.0140111,-0.0968881,-3.43862,-0.120722,-0.0256243,0.293218,1.04008,-0.918499,0.667934,1.06946,0.987068,-0.217831,-2.10246,0.00404402,8.58212,-1.82623,-2.07694,0.809443,-0.0447273,0.0930126,3.11702,0.0277657,-0.0257121,0.295451,1.04843,-1.35256,-1.58325,1.00293,0.984913,-0.195169,-2.09254,0.463041,11.0477,-1.96325,-2.07511,0.822139,-0.0707158,-0.344922,-0.841102,-0.0434328,-0.0268036,0.320384,0.939733,-0.96113,-0.123691,1.02699,0.954222,0.0587657,-2.00058,-0.640978,5.07341,-1.78562,-2.00737,0.219643,-0.00185943,0.0852615,2.20171,0.12947,-0.0268813,0.322352,1.00677,-1.05027,-0.346336,0.96447,0.95153,0.0924334,-1.99589,0.0647044,6.11654,-1.86334,-2.00425,0.203699
3.26,-0.0050792,0.66659,-3.11702,-0.161336,-0.0198586,0.269799,1.02688,-0.829362,1.63273,1.09421,0.983563,-0.130093,-2.09734,0.638956,9.95716,-1.87781,-2.05838,0.971478,-0.0403371,0.139519,1.21218,0.152847,-0.0199082,0.271369,1.03641,-0.511569,-0.173168,0.913939,0.981961,-0.0977173,-2.09176,0.0202201,5.07341,-1.83918,-2.05628,0.985599,-0.0622683,0.934001,-0.544242,-0.202179,-0.0203369,0.312943,0.940156,-0.0930126,1.90485,0.973114,0.957133,0.215913,-2.001,0.3215,8.67695,-1.85192,-2.00264,0.226957,0.00334829,0.29454,2.35014,0.161334,-0.0203813,0.314286,0.993627,-0.457312,-0.123691,0.998981,0.95529,0.267704,-1.99608,0,5.40531,-1.81776,-1.99998,0.195137
3.28,-0.00220284,-0.170523,-3.11702,-0.11562,-0.0148323,0.221513,1.01144,-0.713096,2.42435,1.05616,0.981864,-0.0453681,-2.09297,0,8.96144,-1.83681,-2.03808,0.977737,-0.0294977,0.290664,3.4881,0.0632702,-0.0148573,0.222473,1.01471,-1.17816,-0.791625,1.02131,0.981004,-0.00420362,-2.08129,0.519657,9.05627,-1.9142,-2.03568,0.989532,-0.0675972,-0.658839,-2.25118,-0.0539166,-0.0142858,0.278712,0.927652,-0.333295,1.1627,1.03994,0.962858,0.322552,-2.00641,-0.511569,7.44416,-1.79913,-1.99829,0.191873,0.00695133,0.302291,2.96859,0.131259,-0.0143098,0.279494,0.988934,-0.449561,0.593719,1.00459,0.962238,0.39182,-1.99548,-0.0181981,7.44416,-1.83034,-1.99644,0.142354
3.3,0.00467017,0.608457,-3.14176,-0.129101,-0.0109981,0.157168,0.996054,-0.775105,1.97906,1.10577,0.981749,0.0269488,-2.08723,0.600538,9.19852,-1.88966,-2.01927,0.833642,-0.0268636,0.193776,1.60799,0.147574,-0.0110092,0.157688,1.00595,0.193776,0.0742148,0.93758,0.981793,0.074169,-2.07777,0.141541,6.3062,-1.87711,-2.01669,0.837618,-0.0554559,0.697594,-0.667934,-0.225966,-0.00918842,0.221232,0.924624,-0.422432,2.8449,1.10229,0.970035,0.359313,-2.00891,0.0465063,8.8192,-1.76809,-1.99497,0.132993,0.00852573,0.0930126,2.39961,0.159468,-0.00920158,0.22165,0.977761,-0.496067,1.1627,1.07347,0.970963,0.44015,-1.99562,-0.0242641,6.87518,-1.80481,-1.99428,0.0680387
3.32,0.00694098,-0.290664,-2.647,-0.102486,-0.00854558,0.0954251,0.986002,-0.410806,2.86964,1.01592,0.982942,0.0884861,-2.0826,-0.00808805,8.10797,-1.87213,-2.00473,0.581273,-0.0191731,0.279038,3.1665,0.100964,-0.00854977,0.0956797,0.990392,-1.04252,0,1.0318,0.983971,0.134712,-2.0703,0.454953,7.06484,-1.87355,-2.00218,0.573173,-0.0633886,-0.32942,-3.14176,-0.0941869,-0.00543658,0.152666,0.921142,-0.14727,3.85917,1.14137,0.977231,0.337739,-2.0091,-0.111211,10.3839,-1.76133,-1.99298,0.062713,0.0117957,0.00775105,3.11702,0.134473,-0.00544382,0.15292,0.973492,-0.166648,2.39961,1.03358,0.979844,0.415426,-1.99559,-0.0727924,7.96573,-1.81646,-1.99372,-0.00703335
3.34,0.00972652,0.248034,-2.647,-0.0927345,-0.00718106,0.0616222,0.973982,-0.658839,1.50904,1.07816,0.985288,0.144792,-2.0768,0.547965,7.2545,-1.90665,-1.99602,0.28843,-0.0174473,0.089137,2.39961,0.128965,-0.00718205,0.0617265,0.984004,-0.0968881,1.18744,1.00415,0.987181,0.176679,-2.06372,0.400358,6.97001,-1.89604,-1.99377,0.267884,-0.0560009,0.310042,-1.03901,-0.182821,-0.00308178,0.0919551,0.917267,-0.279038,4.8487,1.21045,0.983545,0.290737,-2.01036,-0.0202201,10.4313,-1.71482,-1.99246,-0.0118017,0.00976712,0.0426308,2.59752,0.132113,-0.00308478,0.092117,0.964045,-0.546449,2.02854,1.06909,0.98758,0.340201,-1.99572,0.00606604,7.39675,-1.80059,-1.99457,-0.0649959
3.36,0.012724,0,-2.22645,-0.0574298,-0.0060807,0.0721902,0.969773,-0.186025,2.35014,0.973616,0.988734,0.195287,-2.07281,0.0647044,6.82777,-1.85892,-1.99319,0.0310183,-0.013814,0.348797,2.5233,0.119083,-0.00608071,0.0722042,0.975193,-0.298415,0.940055,1.02374,0.991038,0.196347,-2.05932,0.0485283,6.49586,-1.88079,-1.99146,0.00161827,-0.0604214,-0.263536,-2.3254,-0.0753803,-0.00175838,0.0544442,0.915753,-0.089137,6.23405,1.17752,0.98886,0.250493,-2.00989,0.0181981,12.2805,-1.76171,-1.99345,-0.0813544,0.00997907,-0.0968881,2.62226,0.092315,-0.00175914,0.0544671,0.959473,-0.11239,2.44909,0.992013,0.993452,0.243065,-1.9955,-0.0141541,8.06056,-1.76997,-1.99632,-0.0917792
3.38,0.016327,0.410806,-1.97906,-0.190464,-0.00429345,0.110061,0.960902,-0.430183,0.692672,1.13949,0.9931,0.221327,-2.06418,0.766343,7.11226,-1.79221,-1.99478,-0.124151,-0.0112404,0,2.72121,0.104428,-0.00429389,0.110034,0.97165,-0.162772,1.21218,1.06577,0.995035,0.184496,-2.05692,0.131431,7.06484,-1.9481,-1.9937,-0.157058,-0.0562734,0.248034,-0.593719,-0.118669,-0.000904011,0.0379352,0.914844,-0.0310042,5.36821,1.27537,0.993564,0.222336,-2.01077,0.0283082,10.3839,-1.71276,-1.99571,-0.125942,0.00516492,-0.073635,1.92959,0.328276,-0.000906098,0.0378263,0.952964,-0.271287,1.18744,1.1153,0.997303,0.147399,-1.99436,0.0909906,9.05627,-1.70475,-1.99824,-0.0817508
3.4,0.0163876,0.11239,-4.47763,-0.0653468,-0.00167827,0.130759,0.967109,-0.081386,3.686,1.00092,0.997587,0.22437,-2.05684,0.0323522,11.0951,-1.89019,-1.99816,-0.168872,-0.00630514,0.515445,1.83063,0.165375,-0.00167934,0.130727,0.970258,0,2.0038,0.980742,0.998418,0.169134,-2.05668,0.0363962,4.4096,-1.87194,-1.99775,-0.202137,-0.0579689,0.248034,-1.55851,-0.0692375,-0.000240973,0.0331519,0.917176,0.0503818,7.34727,1.00189,0.997754,0.209469,-2.01035,0.0384182,12.3753,-1.77239,-1.99848,-0.138575,0.0184265,0.22478,6.28352,0.0616977,-0.000246087,0.0330006,0.955568,0.0581329,3.33967,0.940721,0.999348,0.102293,-1.99085,-0.00808805,12.1857,-1.6984,-1.99959,-0.0675857
3.42,0.0292252,0.906873,-2.77069,-0.0243136,-0.00167827,0.130759,0.96399,0.127892,0.56898,0.971043,0.997587,0.22437,-2.05646,0.196135,6.49586,-1.85193,-1.99816,-0.168872,0.00353506,0.197652,3.14176,0.0950809,-0.00167934,0.130727,0.968895,0.00387552,0.371074,0.971523,0.998418,0.169134,-2.05252,0.357896,6.68552,-1.90849,-1.99775,-0.202137,-0.051217,0.22478,-0.593719,-0.0809595,-0.000240973,0.0331519,0.911302,-0.104639,1.90485,1.04458,0.997754,0.209469,-2.01114,0.0748145,10.0046,-1.85275,-1.99848,-0.138575,0.00595218,-0.352673,1.45956,0.0684553,-0.000246087,0.0330006,0.947756,-0.275162,0.247383,1.05732,0.999348,0.102293,-1.98703,0.630868,10.6684,-1.86314,-1.99959,-0.0675857
